LastReportedND_x	LastReportedND_y	LastReportedND_z	dronesDensity	totalConflicts	conflictFrequency	currentTime	testVariable	CurrentVariable	timeScale	runTime	speed	queueLength	citySize	BCI	FAI	HVariability	ARVariability	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0.1549988	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	1.154999	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	2.154999	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	3.154999	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	4.154999	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	5.154999	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	6.154999	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	7.154999	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	8.154999	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	9.154999	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	10.155	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	11.155	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	12.155	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	13.155	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	14.155	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	15.155	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	16.155	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	17.155	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	18.155	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	19.155	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	20.155	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	21.155	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	22.155	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	23.155	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	24.155	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	25.155	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	26.155	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	27.155	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	1.44675925925926E-07	0	0	28.155	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	4.34027777777778E-07	0	0	29.155	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	30.155	SpawnRate	0.005	100	200	10	2	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	31.155	SpawnRate	0.005	100	200	10	2	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	32.155	SpawnRate	0.005	100	200	10	2	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	33.155	SpawnRate	0.005	100	200	10	2	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	34.155	SpawnRate	0.005	100	200	10	2	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	35.155	SpawnRate	0.005	100	200	10	2	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	36.155	SpawnRate	0.005	100	200	10	2	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	37.155	SpawnRate	0.005	100	200	10	2	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	38.155	SpawnRate	0.005	100	200	10	2	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	39.155	SpawnRate	0.005	100	200	10	2	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	40.155	SpawnRate	0.005	100	200	10	1	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	41.155	SpawnRate	0.005	100	200	10	1	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	42.15499	SpawnRate	0.005	100	200	10	1	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	43.15499	SpawnRate	0.005	100	200	10	1	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	44.15499	SpawnRate	0.005	100	200	10	1	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	45.15499	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	46.15499	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	47.15499	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	48.15499	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	49.15499	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	50.15499	SpawnRate	0.005	100	200	10	0	240	0.6	15	0.7	0.2	
