density	velocityVariance	speedMean	currentSpeed	currentAcc	exp	
1.782535E-05	4.391551	9.544162	10	50	1	
1.782535E-05	2.705206	9.643944	10	50	1	
2.037183E-05	6.049767	9.771468	10	50	1	
2.291831E-05	8.035443	9.659936	10	50	1	
2.546479E-05	5.394524	9.277161	10	50	1	
2.546479E-05	2.803663	8.875595	10	50	1	
2.546479E-05	0.293227	8.92805	10	50	1	
2.291831E-05	0.2973427	9.488306	10	50	1	
2.546479E-05	14.95911	10.0928	10	50	1	
2.291831E-05	13.19752	10.20024	10	50	1	
2.546479E-05	13.09371	9.355367	10	50	1	
2.291831E-05	0.925222	8.755024	10	50	1	
2.037183E-05	0.8324646	8.750047	10	50	1	
2.037183E-05	0.3025216	8.750173	10	50	1	
2.291831E-05	0.1622842	9.036915	10	50	1	
2.546479E-05	0.8556305	9.42784	10	50	1	
2.291831E-05	3.171208	9.662085	10	50	1	
2.037183E-05	4.907843	9.706997	10	50	1	
2.291831E-05	11.31812	10.07635	10	50	1	
2.291831E-05	9.74888	9.760813	10	50	1	

0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
4.83831E-05	2.963892	8.600405	10	50	1	
9.676621E-05	4.523043	8.524219	10	50	1	
0.0001426028	3.914194	8.504506	10	50	1	
0.000185893	4.301545	8.48695	10	50	1	
0.0002215437	4.146388	8.485735	10	50	1	
0.0002521014	3.873397	8.466988	10	50	1	
0.0002775662	3.587098	8.438775	10	50	1	
0.0003004845	4.882419	8.416349	10	50	1	
0.0003208563	4.524166	8.398276	10	50	1	
0.0003361352	4.190005	8.400679	10	50	1	
0.0003539606	3.743849	8.401073	10	50	1	
0.0003361352	3.141548	8.391797	10	50	1	
0.0003641465	5.408347	8.401716	10	50	1	
0.000366693	4.816794	8.394855	10	50	1	
0.0003794254	3.502962	8.389256	10	50	1	
0.0003819719	4.334144	8.40137	10	50	1	
0.0003692395	5.024158	8.393874	10	50	1	
0.000366693	3.445179	8.388407	10	50	1	
0.0003794254	4.734099	8.40513	10	50	1	
0.0003641465	5.283078	8.419739	10	50	1	
0.0003641465	3.842302	8.416579	10	50	1	
0.0003590535	5.20497	8.41978	10	50	1	
0.0003565071	5.816391	8.417843	10	50	1	
0.0003437747	4.081725	8.420938	10	50	1	
0.0003616	6.070126	8.460861	10	50	1	
0.0003565071	7.397348	8.526434	10	50	1	
0.0003412282	5.944496	8.531961	10	50	1	
0.0003488676	5.370316	8.484609	10	50	1	
0.0003692395	5.649874	8.44998	10	50	1	
0.000366693	3.273389	8.39883	10	50	1	
0.0003641465	3.974491	8.383878	10	50	1	
0.0003641465	5.29199	8.386216	10	50	1	
0.0003412282	4.216981	8.406718	10	50	1	
0.0003463211	6.184873	8.458905	10	50	1	
0.0003539606	7.696783	8.49063	10	50	1	

0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
4.83831E-05	2.963887	8.600405	10	50	1	
2.546479E-06	0	9.95	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	9.95	10	50	1	
2.546479E-06	0	9.854437	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	

0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	8.330488	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	8.330748	10	50	1	
2.546479E-06	0	8.33088	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	8.331162	10	50	1	
2.546479E-06	0	8.331311	10	50	1	
2.546479E-06	0	8.331464	10	50	1	
2.546479E-06	0	8.33162	10	50	1	
2.546479E-06	0	8.331783	10	50	1	
2.546479E-06	0	8.33195	10	50	1	
2.546479E-06	0	8.332122	10	50	1	
2.546479E-06	0	8.332299	10	50	1	
2.546479E-06	0	8.332481	10	50	1	
2.546479E-06	0	8.33267	10	50	1	
2.546479E-06	0	8.332864	10	50	1	
2.546479E-06	0	8.333064	10	50	1	
2.546479E-06	0	8.333272	10	50	1	
2.546479E-06	0	8.333485	10	50	1	
2.546479E-06	0	8.333703	10	50	1	
2.546479E-06	0	8.333929	10	50	1	
2.546479E-06	0	8.334164	10	50	1	
2.546479E-06	0	8.334404	10	50	1	
2.546479E-06	0	8.33465	10	50	1	
2.546479E-06	0	8.334906	10	50	1	
2.546479E-06	0	8.335168	10	50	1	
2.546479E-06	0	8.335441	10	50	1	
2.546479E-06	0	8.33572	10	50	1	
2.546479E-06	0	8.336007	10	50	1	
2.546479E-06	0	8.336305	10	50	1	
2.546479E-06	0	8.336612	10	50	1	
2.546479E-06	0	8.336926	10	50	1	

0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	8.330486	10	50	1	
2.546479E-06	0	8.330613	10	50	1	
2.546479E-06	0	8.330746	10	50	1	
2.546479E-06	0	8.33088	10	50	1	
2.546479E-06	0	8.331019	10	50	1	
2.546479E-06	0	8.331163	10	50	1	
2.546479E-06	0	8.33131	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	8.331621	10	50	1	
2.546479E-06	0	8.331783	10	50	1	
2.546479E-06	0	8.331949	10	50	1	
2.546479E-06	0	8.332123	10	50	1	
2.546479E-06	0	8.3323	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	8.332668	10	50	1	
2.546479E-06	0	8.332863	10	50	1	
2.546479E-06	0	8.333065	10	50	1	
2.546479E-06	0	8.33327	10	50	1	
2.546479E-06	0	8.333484	10	50	1	
2.546479E-06	0	8.333703	10	50	1	
2.546479E-06	0	8.33393	10	50	1	
2.546479E-06	0	8.334164	10	50	1	
2.546479E-06	0	8.334404	10	50	1	
2.546479E-06	0	8.334651	10	50	1	
2.546479E-06	0	8.334906	10	50	1	
2.546479E-06	0	8.335169	10	50	1	
2.546479E-06	0	8.33544	10	50	1	
2.546479E-06	0	8.33572	10	50	1	
2.546479E-06	0	8.336008	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	8.336611	10	50	1	
2.546479E-06	0	8.336927	10	50	1	
2.546479E-06	0	8.337252	10	50	1	
2.546479E-06	0	8.337587	10	50	1	
2.546479E-06	0	8.337932	10	50	1	
2.546479E-06	0	8.33829	10	50	1	
2.546479E-06	0	8.338658	10	50	1	
2.546479E-06	0	8.339036	10	50	1	
2.546479E-06	0	8.339427	10	50	1	
2.546479E-06	0	8.33983	10	50	1	
2.546479E-06	0	8.340242	10	50	1	

0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	8.330489	10	50	1	
2.546479E-06	0	8.330614	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	8.330881	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	8.331311	10	50	1	
2.546479E-06	0	8.331462	10	50	1	
2.546479E-06	0	8.331621	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	8.331949	10	50	1	
2.546479E-06	0	8.332121	10	50	1	
2.546479E-06	0	8.332297	10	50	1	
2.546479E-06	0	8.332481	10	50	1	
2.546479E-06	0	8.332671	10	50	1	
2.546479E-06	0	8.332866	10	50	1	
2.546479E-06	0	8.333064	10	50	1	
2.546479E-06	0	8.333272	10	50	1	
2.546479E-06	0	8.333484	10	50	1	
2.546479E-06	0	8.333704	10	50	1	
2.546479E-06	0	8.33393	10	50	1	
2.546479E-06	0	8.334162	10	50	1	
2.546479E-06	0	8.334403	10	50	1	
2.546479E-06	0	8.334649	10	50	1	
2.546479E-06	0	8.334905	10	50	1	
2.546479E-06	0	8.335169	10	50	1	
2.546479E-06	0	8.335439	10	50	1	
2.546479E-06	0	8.33572	10	50	1	
2.546479E-06	0	8.336008	10	50	1	
2.546479E-06	0	8.336305	10	50	1	

0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
2.546479E-05	1.348633	8.580734	10	50	1	
2.546479E-06	0	9.854437	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	9.679852	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	9.950001	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	9.901494	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	9.854437	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	9.95	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	9.901494	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	9.901494	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	9.901493	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	9.901494	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	9.95	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
2.546479E-06	0	9.901494	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
0	0	NaN	10	50	1	
