LastReportedND_x	LastReportedND_y	LastReportedND_z	dronesDensity	totalConflicts	conflictFrequency	currentTime	testVariable	CurrentVariable	timeScale	runTime	speed	queueLength	citySize	BCI	FAI	HVariability	ARVariability	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	0.8050003	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	1.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	2.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	3.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	4.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	5.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	6.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	7.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	8.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	9.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	10.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	11.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	12.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	13.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	14.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	15.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	16.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	17.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	18.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	19.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	20.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	0	0	0	21.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	4.34027777777778E-07	0	0	22.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	4.34027777777778E-07	0	0	23.805	SpawnRate	0.005	100	200	20	2	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	24.805	SpawnRate	0.005	100	200	20	2	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	25.805	SpawnRate	0.005	100	200	20	2	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	26.805	SpawnRate	0.005	100	200	20	2	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	27.805	SpawnRate	0.005	100	200	20	2	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	28.805	SpawnRate	0.005	100	200	20	2	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	29.805	SpawnRate	0.005	100	200	20	2	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	30.805	SpawnRate	0.005	100	200	20	2	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	31.805	SpawnRate	0.005	100	200	20	2	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	32.805	SpawnRate	0.005	100	200	20	2	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	33.805	SpawnRate	0.005	100	200	20	1	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	34.805	SpawnRate	0.005	100	200	20	1	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	35.805	SpawnRate	0.005	100	200	20	1	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	36.805	SpawnRate	0.005	100	200	20	1	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	37.805	SpawnRate	0.005	100	200	20	1	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	38.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	39.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	40.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	41.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	42.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	43.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	44.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	45.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	46.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	47.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	48.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	49.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	50.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	51.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	52.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	53.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	54.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	55.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	56.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
0	0	0	5.78703703703704E-07	0	0	57.805	SpawnRate	0.005	100	200	20	0	240	0.6	15	0.7	0.2	
