time	collisionFrequency	density	variance	alignmentGain	cohesionGain	separationGain	migrationGain	orthSepGain	a	c	speed	maxForce	flockingInterval	SOIRadius	
79.005	0	2.5E-05	3615.43812483478	1	1	1	1	0	20	3	20	20	0.1	25	
80.005	0	2.5E-05	3615.82745764963	1	1	1	1	0	20	3	20	20	0.1	25	
81.005	0	3.125E-05	2250.05772373337	1	1	1	1	0	20	3	20	20	0.1	25	
82.005	0	2.5E-05	1629.4980684884	1	1	1	1	0	20	3	20	20	0.1	25	
83.005	0	2.5E-05	1629.92941497315	1	1	1	1	0	20	3	20	20	0.1	25	
84.005	0	2.5E-05	2787.63842114053	1	1	1	1	0	20	3	20	20	0.1	25	
85.005	0	2.5E-05	2788.19375296707	1	1	1	1	0	20	3	20	20	0.1	25	
86.005	0	2.5E-05	627.711834649116	1	1	1	1	0	20	3	20	20	0.1	25	
87.005	0	2.5E-05	589.456017966018	1	1	1	1	0	20	3	20	20	0.1	25	
88.005	0	1.875E-05	43.5363753494868	1	1	1	1	0	20	3	20	20	0.1	25	
89.005	0	2.5E-05	2018.26710436191	1	1	1	1	0	20	3	20	20	0.1	25	
90.005	0	3.125E-05	1865.861036485	1	1	1	1	0	20	3	20	20	0.1	25	
91.005	0	2.5E-05	2596.27022881986	1	1	1	1	0	20	3	20	20	0.1	25	
92.005	0	1.875E-05	2654.52283738369	1	1	1	1	0	20	3	20	20	0.1	25	
93.005	0	2.5E-05	1947.61596565365	1	1	1	1	0	20	3	20	20	0.1	25	
94.005	0	2.5E-05	1603.99282032296	1	1	1	1	0	20	3	20	20	0.1	25	
95.005	0	2.5E-05	2794.32893121384	1	1	1	1	0	20	3	20	20	0.1	25	
96.005	0	2.5E-05	2451.30575470069	1	1	1	1	0	20	3	20	20	0.1	25	
97.005	0	2.5E-05	3003.72196381422	1	1	1	1	0	20	3	20	20	0.1	25	
98.005	0	2.5E-05	3507.56485801183	1	1	1	1	0	20	3	20	20	0.1	25	
99.005	0	2.5E-05	3436.46837453917	1	1	1	1	0	20	3	20	20	0.1	25	
100.005	0	2.5E-05	3457.7775939026	1	1	1	1	0	20	3	20	20	0.1	25	
101.005	0	1.875E-05	2956.9968215362	1	1	1	1	0	20	3	20	20	0.1	25	
102.005	0	2.5E-05	3721.56935151613	1	1	1	1	0	20	3	20	20	0.1	25	
103.005	0	3.125E-05	3097.43375470976	1	1	1	1	0	20	3	20	20	0.1	25	
104.005	0	2.5E-05	2147.17118706744	1	1	1	1	0	20	3	20	20	0.1	25	
105.005	0	1.875E-05	626.199114763376	1	1	1	1	0	20	3	20	20	0.1	25	
106.005	0	2.5E-05	4596.39290500571	1	1	1	1	0	20	3	20	20	0.1	25	
107.005	0	1.875E-05	6860.36066891762	1	1	1	1	0	20	3	20	20	0.1	25	
108.005	0	2.5E-05	4147.66120731553	1	1	1	1	0	20	3	20	20	0.1	25	
109.005	0	2.5E-05	3571.80577221084	1	1	1	1	0	20	3	20	20	0.1	25	
110.005	0	2.5E-05	1058.05534913303	1	1	1	1	0	20	3	20	20	0.1	25	
111.005	0	2.5E-05	193.548096199761	1	1	1	1	0	20	3	20	20	0.1	25	
112.005	0	3.75E-05	459.664371508933	1	1	1	1	0	20	3	20	20	0.1	25	
113.005	0	2.5E-05	379.577681834043	1	1	1	1	0	20	3	20	20	0.1	25	
114.005	0	2.5E-05	1333.46121701133	1	1	1	1	0	20	3	20	20	0.1	25	
115.005	0	2.5E-05	1442.22602208929	1	1	1	1	0	20	3	20	20	0.1	25	
116.005	0	1.25E-05	8759.02439552127	1	1	1	1	0	20	3	20	20	0.1	25	
117.005	0	2.5E-05	3837.08891780805	1	1	1	1	0	20	3	20	20	0.1	25	
118.005	0	2.5E-05	3837.39178695624	1	1	1	1	0	20	3	20	20	0.1	25	
119.005	0	2.5E-05	3892.48139409637	1	1	1	1	0	20	3	20	20	0.1	25	
120.005	0	2.5E-05	3893.60995918791	1	1	1	1	0	20	3	20	20	0.1	25	
121.005	0	2.5E-05	2642.75032758008	1	1	1	1	0	20	3	20	20	0.1	25	
122.005	0	2.5E-05	2642.82509635237	1	1	1	1	0	20	3	20	20	0.1	25	
123.005	0	3.125E-05	2858.26080897557	1	1	1	1	0	20	3	20	20	0.1	25	
124.005	0	2.5E-05	2858.16822801397	1	1	1	1	0	20	3	20	20	0.1	25	
125.005	0	3.125E-05	1890.57505189783	1	1	1	1	0	20	3	20	20	0.1	25	
126.005	0	2.5E-05	570.775800862623	1	1	1	1	0	20	3	20	20	0.1	25	
127.005	0	2.5E-05	978.620887633519	1	1	1	1	0	20	3	20	20	0.1	25	
128.005	0	2.5E-05	978.83762570669	1	1	1	1	0	20	3	20	20	0.1	25	
129.005	0	1.25E-05	2425.63255198051	1	1	1	1	0	20	3	20	20	0.1	25	
130.005	0	2.5E-05	1515.9008994699	1	1	1	1	0	20	3	20	20	0.1	25	
131.005	0	2.5E-05	1512.6261944615	1	1	1	1	0	20	3	20	20	0.1	25	
132.005	0	2.5E-05	2674.31431851041	1	1	1	1	0	20	3	20	20	0.1	25	
133.005	0	2.5E-05	2678.6208565282	1	1	1	1	0	20	3	20	20	0.1	25	
134.005	0	2.5E-05	2254.79499978944	1	1	1	1	0	20	3	20	20	0.1	25	
135.005	1	2.5E-05	2238.03209119787	1	1	1	1	0	20	3	20	20	0.1	25	
136.005	0	2.5E-05	2516.56265981407	1	1	1	1	0	20	3	20	20	0.1	25	
137.005	0	2.5E-05	1595.53987991495	1	1	1	1	0	20	3	20	20	0.1	25	
138.005	0	1.25E-05	727.466993369887	1	1	1	1	0	20	3	20	20	0.1	25	
139.005	0	2.5E-05	2032.65320936577	1	1	1	1	0	20	3	20	20	0.1	25	
140.005	0	2.5E-05	2034.18873446139	1	1	1	1	0	20	3	20	20	0.1	25	
141.005	0	2.5E-05	2179.08545469885	1	1	1	1	0	20	3	20	20	0.1	25	
142.005	0	2.5E-05	1882.09738065886	1	1	1	1	0	20	3	20	20	0.1	25	
143.005	0	1.875E-05	2296.9332328487	1	1	1	1	0	20	3	20	20	0.1	25	
144.005	0	1.875E-05	2452.53382822441	1	1	1	1	0	20	3	20	20	0.1	25	
145.005	0	1.875E-05	1399.99137886544	1	1	1	1	0	20	3	20	20	0.1	25	
146.005	0	1.875E-05	1399.97286865255	1	1	1	1	0	20	3	20	20	0.1	25	
147.005	0	2.5E-05	1889.98815023774	1	1	1	1	0	20	3	20	20	0.1	25	
148.005	0	2.5E-05	1889.97400196504	1	1	1	1	0	20	3	20	20	0.1	25	
149.005	0	2.5E-05	884.165930575176	1	1	1	1	0	20	3	20	20	0.1	25	
150.005	0	3.125E-05	1928.80888464257	1	1	1	1	0	20	3	20	20	0.1	25	
151.005	0	2.5E-05	2287.43475640574	1	1	1	1	0	20	3	20	20	0.1	25	
152.005	0	3.125E-05	1788.27276483081	1	1	1	1	0	20	3	20	20	0.1	25	
153.005	0	3.125E-05	1851.78585851927	1	1	1	1	0	20	3	20	20	0.1	25	
154.005	0	2.5E-05	2403.05492589174	1	1	1	1	0	20	3	20	20	0.1	25	
155.005	0	2.5E-05	3050.44055065842	1	1	1	1	0	20	3	20	20	0.1	25	
156.005	0	2.5E-05	956.83140866312	1	1	1	1	0	20	3	20	20	0.1	25	
157.005	0	2.5E-05	597.270431004152	1	1	1	1	0	20	3	20	20	0.1	25	
158.005	0	3.75E-05	1421.82763668654	1	1	1	1	0	20	3	20	20	0.1	25	
159.005	0	2.5E-05	2605.13646542128	1	1	1	1	0	20	3	20	20	0.1	25	
160.005	0	3.125E-05	2258.27907633925	1	1	1	1	0	20	3	20	20	0.1	25	
161.005	0	2.5E-05	2866.44603999421	1	1	1	1	0	20	3	20	20	0.1	25	
162.005	0	2.5E-05	2866.38563674677	1	1	1	1	0	20	3	20	20	0.1	25	
163.005	0	2.5E-05	2387.6756590871	1	1	1	1	0	20	3	20	20	0.1	25	
164.005	0	1.875E-05	2960.30973828814	1	1	1	1	0	20	3	20	20	0.1	25	
165.005	0	2.5E-05	2210.15698507403	1	1	1	1	0	20	3	20	20	0.1	25	
166.005	0	2.5E-05	1626.99488789518	1	1	1	1	0	20	3	20	20	0.1	25	
167.005	0	2.5E-05	2014.63800335718	1	1	1	1	0	20	3	20	20	0.1	25	
168.0027	0	2.5E-05	2014.03027411904	1	1	1	1	0	20	3	20	20	0.1	25	
169.005	0	1.25E-05	4699.42488638017	1	1	1	1	0	20	3	20	20	0.1	25	
170.005	0	2.5E-05	1260.76781559484	1	1	1	1	0	20	3	20	20	0.1	25	
171.005	0	2.5E-05	1256.33940658605	1	1	1	1	0	20	3	20	20	0.1	25	
172.005	0	2.5E-05	4006.82216386104	1	1	1	1	0	20	3	20	20	0.1	25	
173.005	0	2.5E-05	3966.88744748407	1	1	1	1	0	20	3	20	20	0.1	25	
174.005	0	2.5E-05	3577.61994387241	1	1	1	1	0	20	3	20	20	0.1	25	
175.005	0	2.5E-05	3641.10087992839	1	1	1	1	0	20	3	20	20	0.1	25	
176.005	0	2.5E-05	2499.70386696549	1	1	1	1	0	20	3	20	20	0.1	25	
177.0044	0	2.5E-05	2500.09041417309	1	1	1	1	0	20	3	20	20	0.1	25	
178.005	0	2.5E-05	1140.15678609342	1	1	1	1	0	20	3	20	20	0.1	25	
179.005	0	2.5E-05	1139.71961112155	1	1	1	1	0	20	3	20	20	0.1	25	
180.005	0	2.5E-05	2184.45356432816	1	1	1	1	0	20	3	20	20	0.1	25	
181.005	0	2.5E-05	2181.9759600622	1	1	1	1	0	20	3	20	20	0.1	25	
182.005	0	2.5E-05	521.187731047413	1	1	1	1	0	20	3	20	20	0.1	25	
183.005	0	2.5E-05	1104.76531137124	1	1	1	1	0	20	3	20	20	0.1	25	
184.005	0	1.875E-05	1489.89834016385	1	1	1	1	0	20	3	20	20	0.1	25	
185.005	0	2.5E-05	2825.61275832048	1	1	1	1	0	20	3	20	20	0.1	25	
186.005	0	2.5E-05	2824.24055735088	1	1	1	1	0	20	3	20	20	0.1	25	
187.005	0	2.5E-05	666.034537387302	1	1	1	1	0	20	3	20	20	0.1	25	
188.005	0	2.5E-05	680.791028246107	1	1	1	1	0	20	3	20	20	0.1	25	
189.005	0	2.5E-05	1823.79792422554	1	1	1	1	0	20	3	20	20	0.1	25	
190.005	0	2.5E-05	1838.2942343031	1	1	1	1	0	20	3	20	20	0.1	25	
191.005	0	2.5E-05	1508.3078820025	1	1	1	1	0	20	3	20	20	0.1	25	
192.005	0	2.5E-05	1503.03467646374	1	1	1	1	0	20	3	20	20	0.1	25	
193.005	0	3.75E-05	1986.54346416667	1	1	1	1	0	20	3	20	20	0.1	25	
194.005	0	2.5E-05	3386.80194789994	1	1	1	1	0	20	3	20	20	0.1	25	
195.005	0	2.5E-05	3221.83061710182	1	1	1	1	0	20	3	20	20	0.1	25	
196.005	0	2.5E-05	3016.72003340714	1	1	1	1	0	20	3	20	20	0.1	25	
197.005	1	3.75E-05	1517.74689768357	1	1	1	1	0	20	3	20	20	0.1	25	
198.005	0	2.5E-05	697.756387134298	1	1	1	1	0	20	3	20	20	0.1	25	
199.005	0	2.5E-05	1236.89900799116	1	1	1	1	0	20	3	20	20	0.1	25	
200.005	0	2.5E-05	1898.89203128039	1	1	1	1	0	20	3	20	20	0.1	25	
201.005	0	2.5E-05	1466.14605582601	1	1	1	1	0	20	3	20	20	0.1	25	
202.005	0	2.5E-05	553.33287989597	1	1	1	1	0	20	3	20	20	0.1	25	
203.005	0	2.5E-05	1338.28122232673	1	1	1	1	0	20	3	20	20	0.1	25	
204.005	0	1.25E-05	2828.44430508109	1	1	1	1	0	20	3	20	20	0.1	25	
205.005	0	2.5E-05	2639.42509810868	1	1	1	1	0	20	3	20	20	0.1	25	
206.005	0	2.5E-05	2702.5449487834	1	1	1	1	0	20	3	20	20	0.1	25	
207.005	0	2.5E-05	4254.24079698213	1	1	1	1	0	20	3	20	20	0.1	25	
208.005	0	2.5E-05	4261.65170311677	1	1	1	1	0	20	3	20	20	0.1	25	
209.005	0	3.125E-05	1986.64738938154	1	1	1	1	0	20	3	20	20	0.1	25	
210.005	0	2.5E-05	2015.98053865478	1	1	1	1	0	20	3	20	20	0.1	25	
211.005	0	2.5E-05	2060.5613473725	1	1	1	1	0	20	3	20	20	0.1	25	
212.005	0	2.5E-05	2116.096572993	1	1	1	1	0	20	3	20	20	0.1	25	
213.005	0	1.875E-05	2616.21638489785	1	1	1	1	0	20	3	20	20	0.1	25	
214.005	0	2.5E-05	3070.08208703192	1	1	1	1	0	20	3	20	20	0.1	25	
215.005	0	3.125E-05	1215.8862757813	1	1	1	1	0	20	3	20	20	0.1	25	
216.005	0	2.5E-05	1757.99644082672	1	1	1	1	0	20	3	20	20	0.1	25	
217.0004	0	2.5E-05	1758.20333937619	1	1	1	1	0	20	3	20	20	0.1	25	
218.005	0	2.5E-05	1048.75974775212	1	1	1	1	0	20	3	20	20	0.1	25	
219.005	0	2.5E-05	1030.49197029115	1	1	1	1	0	20	3	20	20	0.1	25	
220.005	0	2.5E-05	2308.15478997017	1	1	1	1	0	20	3	20	20	0.1	25	
221.005	0	2.5E-05	2338.96342967721	1	1	1	1	0	20	3	20	20	0.1	25	
222.005	0	1.875E-05	3543.62702943971	1	1	1	1	0	20	3	20	20	0.1	25	
223.005	0	2.5E-05	2694.53845733	1	1	1	1	0	20	3	20	20	0.1	25	
224.005	0	2.5E-05	3159.70724153572	1	1	1	1	0	20	3	20	20	0.1	25	
225.005	0	2.5E-05	1320.04901424878	1	1	1	1	0	20	3	20	20	0.1	25	
226.005	0	2.5E-05	1907.82349241907	1	1	1	1	0	20	3	20	20	0.1	25	
227.005	0	3.125E-05	2489.4992327686	1	1	1	1	0	20	3	20	20	0.1	25	
228.005	0	2.5E-05	3700.3567428295	1	1	1	1	0	20	3	20	20	0.1	25	
229.005	0	2.5E-05	1032.51617446703	1	1	1	1	0	20	3	20	20	0.1	25	
230.005	0	2.5E-05	1030.20037814201	1	1	1	1	0	20	3	20	20	0.1	25	
231.005	0	2.5E-05	120.431152670162	1	1	1	1	0	20	3	20	20	0.1	25	
232.0019	0	2.5E-05	411.153539057469	1	1	1	1	0	20	3	20	20	0.1	25	
233.005	0	2.5E-05	1139.4415377247	1	1	1	1	0	20	3	20	20	0.1	25	
234.005	0	2.5E-05	342.383947241594	1	1	1	1	0	20	3	20	20	0.1	25	
235.005	0	3.75E-05	684.192866274536	1	1	1	1	0	20	3	20	20	0.1	25	
236.005	0	2.5E-05	1436.40453248352	1	1	1	1	0	20	3	20	20	0.1	25	
237.005	0	1.875E-05	1920.19432982384	1	1	1	1	0	20	3	20	20	0.1	25	
238.005	0	2.5E-05	397.969359396361	1	1	1	1	0	20	3	20	20	0.1	25	
239.005	0	2.5E-05	3352.22794237862	1	1	1	1	0	20	3	20	20	0.1	25	
240.005	0	2.5E-05	1197.80065288157	1	1	1	1	0	20	3	20	20	0.1	25	
241.005	0	2.5E-05	928.828363460145	1	1	1	1	0	20	3	20	20	0.1	25	
242.005	0	3.75E-05	1063.69536558021	1	1	1	1	0	20	3	20	20	0.1	25	
243.005	0	3.75E-05	1056.39814853488	1	1	1	1	0	20	3	20	20	0.1	25	
244.005	0	2.5E-05	2065.48262708993	1	1	1	1	0	20	3	20	20	0.1	25	
245.005	0	2.5E-05	5531.69949064999	1	1	1	1	0	20	3	20	20	0.1	25	
246.005	0	2.5E-05	4432.19157309358	1	1	1	1	0	20	3	20	20	0.1	25	
247.005	0	2.5E-05	1827.76399477504	1	1	1	1	0	20	3	20	20	0.1	25	
248.005	0	2.5E-05	1561.63662889207	1	1	1	1	0	20	3	20	20	0.1	25	
249.005	0	3.75E-05	1740.47257444653	1	1	1	1	0	20	3	20	20	0.1	25	
250.005	1	2.5E-05	2455.94601226326	1	1	1	1	0	20	3	20	20	0.1	25	
251.005	0	2.5E-05	3533.56088525195	1	1	1	1	0	20	3	20	20	0.1	25	
252.005	0	2.5E-05	3534.19894292465	1	1	1	1	0	20	3	20	20	0.1	25	
253.005	0	3.125E-05	2393.07676363085	1	1	1	1	0	20	3	20	20	0.1	25	
254.005	0	2.5E-05	2955.49918667005	1	1	1	1	0	20	3	20	20	0.1	25	
255.005	0	2.5E-05	2309.50690990189	1	1	1	1	0	20	3	20	20	0.1	25	
256.005	0	2.5E-05	2310.33439543882	1	1	1	1	0	20	3	20	20	0.1	25	
257.005	0	2.5E-05	2310.07834126906	1	1	1	1	0	20	3	20	20	0.1	25	
258.005	0	1.875E-05	1701.94859439251	1	1	1	1	0	20	3	20	20	0.1	25	
259.005	0	1.875E-05	1703.20132491034	1	1	1	1	0	20	3	20	20	0.1	25	
260.005	0	1.875E-05	1389.40977801351	1	1	1	1	0	20	3	20	20	0.1	25	
261.005	0	1.875E-05	1313.16010968591	1	1	1	1	0	20	3	20	20	0.1	25	
262.005	0	2.5E-05	1796.99736521719	1	1	1	1	0	20	3	20	20	0.1	25	
263.005	0	2.5E-05	1878.40848928426	1	1	1	1	0	20	3	20	20	0.1	25	
264.005	0	2.5E-05	1331.3461410642	1	1	1	1	0	20	3	20	20	0.1	25	
265.005	0	3.125E-05	1590.75258353628	1	1	1	1	0	20	3	20	20	0.1	25	
266.005	0	3.75E-05	1617.98956585572	1	1	1	1	0	20	3	20	20	0.1	25	
267.005	0	3.125E-05	1836.26396688291	1	1	1	1	0	20	3	20	20	0.1	25	
268.005	0	2.5E-05	2075.39869241876	1	1	1	1	0	20	3	20	20	0.1	25	
269.005	0	2.5E-05	840.406743752885	1	1	1	1	0	20	3	20	20	0.1	25	
270.005	0	2.5E-05	655.457098007373	1	1	1	1	0	20	3	20	20	0.1	25	
271.005	0	3.125E-05	1914.45169067428	1	1	1	1	0	20	3	20	20	0.1	25	
272.005	0	2.5E-05	3309.07615556101	1	1	1	1	0	20	3	20	20	0.1	25	
273.005	0	2.5E-05	2958.87464660982	1	1	1	1	0	20	3	20	20	0.1	25	
274.005	0	2.5E-05	2821.46369974375	1	1	1	1	0	20	3	20	20	0.1	25	
275.005	0	2.5E-05	839.48872161318	1	1	1	1	0	20	3	20	20	0.1	25	
276.005	1	2.5E-05	929.541545176825	1	1	1	1	0	20	3	20	20	0.1	25	
277.005	0	1.875E-05	679.399439226262	1	1	1	1	0	20	3	20	20	0.1	25	
278.005	0	2.5E-05	1204.21451300074	1	1	1	1	0	20	3	20	20	0.1	25	
279.005	0	2.5E-05	842.287118192	1	1	1	1	0	20	3	20	20	0.1	25	
280.005	0	2.5E-05	648.601836821929	1	1	1	1	0	20	3	20	20	0.1	25	
281.005	0	2.5E-05	704.737354951499	1	1	1	1	0	20	3	20	20	0.1	25	
282.005	0	2.5E-05	407.340072696495	1	1	1	1	0	20	3	20	20	0.1	25	
283.005	0	2.5E-05	431.916677349016	1	1	1	1	0	20	3	20	20	0.1	25	
284.005	0	1.875E-05	2682.0726099222	1	1	1	1	0	20	3	20	20	0.1	25	
285.005	0	1.875E-05	2687.02220725649	1	1	1	1	0	20	3	20	20	0.1	25	
286.005	0	1.875E-05	1408.73682365358	1	1	1	1	0	20	3	20	20	0.1	25	
287.005	0	1.875E-05	1414.96839123488	1	1	1	1	0	20	3	20	20	0.1	25	
288.005	0	3.125E-05	976.140242109131	1	1	1	1	0	20	3	20	20	0.1	25	
289.005	0	2.5E-05	354.061707667446	1	1	1	1	0	20	3	20	20	0.1	25	
290.005	0	1.25E-05	1217.48742709639	1	1	1	1	0	20	3	20	20	0.1	25	
291.005	0	3.125E-05	1272.53903634293	1	1	1	1	0	20	3	20	20	0.1	25	
292.005	0	3.125E-05	623.792470540642	1	1	1	1	0	20	3	20	20	0.1	25	
293.005	0	4.375E-05	630.267667760813	1	1	1	1	0	20	3	20	20	0.1	25	
294.005	0	3.75E-05	1375.36355493461	1	1	1	1	0	20	3	20	20	0.1	25	
295.005	0	3.125E-05	2068.95804934163	1	1	1	1	0	20	3	20	20	0.1	25	
296.005	0	2.5E-05	2167.63220010638	1	1	1	1	0	20	3	20	20	0.1	25	
297.005	0	2.5E-05	1654.12346273797	1	1	1	1	0	20	3	20	20	0.1	25	
298.005	0	2.5E-05	1540.263178344	1	1	1	1	0	20	3	20	20	0.1	25	
299.005	0	3.75E-05	1072.81367973517	1	1	1	1	0	20	3	20	20	0.1	25	
300.005	0	3.125E-05	1220.68156983277	1	1	1	1	0	20	3	20	20	0.1	25	
301.005	0	1.25E-05	80.7999650205636	1	1	1	1	0	20	3	20	20	0.1	25	
302.005	0	2.5E-05	1286.75806587447	1	1	1	1	0	20	3	20	20	0.1	25	
303.005	1	2.5E-05	1337.7410380049	1	1	1	1	0	20	3	20	20	0.1	25	
